,Translated_Tweet,Positive,Negative,Neutral,Compound,Sentiment
8257,"#Bbm #nft
Check out my new NFT on Opensea!https://t.co/uzkkopt98w via @opensea",0.0,0.0,1.0,0.0,Neutral
8258,"Lord, please bless me with a theb and gash1 duo this week.Amen.🕯🕯🕯",0.362,0.0,0.638,0.6249,Positive
8259,@kgau02 @bbm_stan6 terry n mpho planned it last night n they r both not nominated,0.0,0.0,1.0,0.0,Neutral
8260,It still puzzles me why BBM fanatics are simple sandro marcos.And please don't ever compare him to Jake Zyrus.It's an insult;JAKE ZYRUS GOT TALENT!,0.218,0.0,0.782,0.729,Positive
8261,BBM and Sandro Marcos song are Mike Hanopol's song.But instead of spoiling… ”the size of the stolen jeprok”,0.0,0.158,0.842,-0.4939,Negative
8262,"Ma'am a nyo bbm din hahahaha
Not surprised, it just looks like a dictator eh 😅",0.165,0.11,0.725,0.2105,Positive
8263,@mosman_sa @gash1fans I think it's time for me to add them to my stan list.😂😂😂🤌,0.0,0.0,1.0,0.0,Neutral
8264,"@PhilipPtestar @onenewsph if BBM's right to decline the invitation for debate/inteview you are also Leni, Ping, Isko, Manny",0.0,0.0,1.0,0.0,Neutral
8265,"Sister there are different points of views as well as politicians and I know that.But even sharing memes on facebook that don't relate to BBM, Leni or what you do not relate to you.",0.136,0.0,0.864,0.5994,Positive
8266,@kharen_m @iamcharotism e you speaking against bbm do you know for the country ???🤣🤣🤣,0.0,0.0,1.0,0.0,Neutral
8267,JASA PROMOTE BBM DENGAN CONTACT 2000+ HANE 15RB COCOK UNTUK OLSHOP / BISNIS ATA PIN: 26B58AA7 |08979662178 APAAJAIKLAN IKLANBEKASI,0.164,0.0,0.836,0.516,Positive
8268,@bbm_stan6 @mosman_sa yes 🤣🤣,0.474,0.0,0.526,0.4019,Positive
8269,"Watch Ma Kalerxx 🤣🤣🤣 Leody C Alamano🤣🤣

You are ready to put BBM..na urn🤭
@allcapslerkey",0.161,0.0,0.839,0.3612,Positive
8270,@isabelmerana numb BBM fanatic.Not thinking anymore,0.0,0.324,0.676,-0.34,Negative
8271,Oh thank God BBM and Sara Duterte won't be there.They can also skip their candidacy as well 🙄🙄🙄 unity my ass,0.246,0.129,0.625,0.296,Positive
8272,#LenIwawal is still trending .. his supporters liked to be fuel because BBM did not attend a national forum..but dumb..not counter to the UNITEAM's attack today.Better luck next time just https://t.co/HCXA6IDU2S,0.23,0.082,0.688,0.6808,Positive
8273,"@Drtronyleachon we, as voters, totally must demand BBM show us his platform and details of his action plan.Like you said, post pandemic recovery is critical for our future.Voting blindly leads to disaster & amp;Regret.We can't afford it.#WhereRiStourPlanBBM?#Election2022 #phvote #TheFilipinovotes",0.0,0.189,0.811,-0.8008,Negative
8274,@Lerato88483984 nope not if nthabi or norman win.God is with US Rona Shame,0.0,0.205,0.795,-0.4767,Negative
8275,"This day many years ago, one Egba boy that was my acquaintance in iFe (Oau) said he was sending me ""birthday gift"" after giving me close marking on BBM.

Nine birthdays after, EGBA Boy is dragging remote control with me.",0.122,0.0,0.878,0.6486,Positive
8276,@alterago49160 you are just your mother bbm sara,0.0,0.0,1.0,0.0,Neutral
8277,SELL RENAME CARD MAXIMUM TUNE 3DX+ / FIXED NAME MT 3DX+.CP: MATTHEW SMS 081282512162 / BBM: 23A31FDB Thanks,0.162,0.0,0.838,0.4404,Positive
8278,@mosman_sa @gash1fans did he really say that? 😭😭😭,0.0,0.0,1.0,0.0,Neutral
8279,"@Frogmulat bwhahaa yan din sabe namen sa yo di ba?Why is it a basis for the debate of the bias media..The point is that the mother is also not in her comfort zone..Do not..dow ahahhaa
@Frogmulat 5 days you have no receipt to steal BBM.anu ka kirat or awake?Hahahah",0.0,0.177,0.823,-0.8058,Negative
8280,"Minakyak Goreng jackfruit,
Bbm Melangkak Naik,
Jht diterima saat usia 56th,
Dana Haji nga jelas ..

Trus what is it?
#mesakkebangaku",0.0,0.0,1.0,0.0,Neutral
8281,@jazz_jhen24 @nathans29134419 brain bbm troll crazy siraulo pasaway abnormal na gago😂😂😂😂,0.0,0.194,0.806,-0.34,Negative
8282,@Penny_lane_bbm that is one hell of a comeback!Good job!,0.0,0.425,0.575,-0.7339,Negative
8283,"It's just me ah, what if they're skipping debates because BBM supporters will probably not watch it?(because they don't have any) thus preventing people to see/hear Leni or other candidates…",0.091,0.034,0.875,0.4215,Positive
8284,@ooglynif that's the difference.BBM declined right away while the others said yes but backed out at the last minute.,0.15,0.0,0.85,0.25,Positive
8285,@Penny_lane_bbm https://t.co/lyxoa0craz,0.0,0.0,1.0,0.0,Neutral
8286,"Well, don't be happy BBM fanatics..good fr.bacani ... and thank you ... not stupid elshaddai ... for all we know, andami dan victims of marcos atrocities ... yes, i know !!!!",0.277,0.131,0.592,0.7137,Positive
8287,"They just found out that BBM is going to be alert, they are already in charge.

#Takakkaybbm
#SMNIPRESIDENTIALDEBATE
#SMNI",0.109,0.0,0.891,0.296,Positive
8288,"@yunissssaaaa @iamnobodyii @bagbongmarcos are you blind that MSM has been reporting to your mama lugz?Haha don't even blind, we know that Leni is so fragrant with MSMS and Panay Nega to BBM.They do not need to endorse it because it is obvious that Leni is even pink, still yellow.😁",0.0,0.138,0.862,-0.7478,Negative
8289,"@PhilstarNews but when he invited it, he went to the schedule.It would have woken up that BBM.GOD SAVE THE PHILIPPINES!",0.231,0.0,0.769,0.7712,Positive
8290,@Miggy_0129 confirmed.I'm one of the 48% who won't change mind re bbm.Yey!,0.0,0.0,1.0,0.0,Neutral
8291,"Manipulative Sadboi and Pick Me Gurl joined, the two fools joined forces and it was BBM's choice to vote for LMAO and this Sadboi Tanginamo I will never forget your shame on LGBT flags with ""I am not homophobic but"" you know.Tangina nyo.",0.129,0.046,0.826,0.4265,Positive
8292,@Belletidread de rien bbm,0.0,0.0,1.0,0.0,Neutral
8293,"@1stylemomsi it doesn't mean that if a or 2 candidates widraw their number will automatically add to the fenks, it will be scattered and up for grabs.If this is Manny Pawyaw, pretty sure most will go to BBM.Mindanao is the new Marcos country.",0.152,0.0,0.848,0.7003,Positive
8294,"@ryans_here @penny_lane_bbm which broker / platform?

I used Tos for one day in futures but fees & amp;Commissions are outrageous.

I just switched to ninjatrader, its wild.Connects to multiple/different brokerage accounts, has automated trading.

Transitioning is tough but well worth it!",0.114,0.137,0.749,-0.2598,Negative
8295,@Ellecastle_ you really say what do you think of bbm sara olol whatever you do is still a big deal,0.0,0.0,1.0,0.0,Neutral
8296,@214_sirchief cowards because BBM's opponents do not want ND bias media they want bias media bbmsara just strong👊👊 town,0.129,0.122,0.749,0.0382,Neutral
8297,"Came across this ad on fb this morning.

The headline is meant to rile up those who are not supporters of Leni, and the rest of the caption poses to be of a Kapampink tone.

The entire comments section are mostly people responding out of hate for Leni and in support of BBM.https://t.co/boalen0KKW",0.047,0.106,0.848,-0.5277,Negative
8298,60 percent of bbm..what's hard to chase ... then you are only 16 percent .... Loida nicolas lewis seems to be sleeping anymore..it's sure that the old man in the white house is so good..what will interfere..😂😂😂 https://t.co/cinkxymcnz,0.058,0.035,0.907,0.2263,Positive
8299,@maltiq will only listen to four and list down those platforms and agenda by BBM then they will rephrase them and claim it's their program of govt!Then say BBM has no platform that is just unity!,0.0,0.074,0.926,-0.4184,Negative
8300,@ai_ceniza you are right bbm sara po tayo,0.0,0.34,0.66,-0.5574,Negative
8301,You all pointing fingers to BBM because of his father?Then we can't point fingers on your candidate because of her yellow allies?🙄 #nagmamalenis #LenIdawal,0.0,0.0,1.0,0.0,Neutral
8302,"Next week to be Norman's turn, then Nthabi, then MPHO then Gash1 again then Themba.Ho Senyhehe once!",0.0,0.0,1.0,0.0,Neutral
8303,@Mpumi02620579 @bbm_stan6 underground gang has your boy's back,0.0,0.0,1.0,0.0,Neutral
8304,@jonas_andile these gents are crazy pls!,0.163,0.337,0.501,-0.3382,Negative
8305,@Bobatrader @penny_lane_bbm hope the book comes out soon,0.293,0.0,0.707,0.4404,Positive
8306,BBM did not even attend any interviews and debate and still uneeducated and ignorant Marcos fans still voted for him speak a lot to them,0.0,0.084,0.916,-0.2732,Negative
8307,@twittlebi @alisongrace091 35 years ago you have been stunned to this day and have you ever been able to help but know that all your accusations have been reached. BBM has been robbed of the vote.Just you fools 😂,0.077,0.188,0.735,-0.7184,Negative
8308,"@4lexisixel4 @gerrycacanindin thanks!Have a hard time changing her belief, though.She belongs to a circle because BBM supporters and she believes.So I should convjnce to him that BBM is a crap just like the powerplant.",0.159,0.112,0.728,0.4003,Positive
8309,"@princebicol @ughmigos jusmiyo 🙈😂 how can they not be reduced ..
They fight with people.Even those undecided ..
Just agree with what BBM says.quarreling immediately 😂

So Leni's own supporters.
Puts Leni in 1%",0.145,0.115,0.74,0.2878,Positive
8310,@Apakheticdame copy of the question.BBM is the only one.Hahahaha in dzrh biased media e VP Leni faces.Only BBM has a code.He was accustomed to studying at DLSU according to his batchmate.Copying.,0.0,0.07,0.93,-0.2732,Negative
8311,@eyoteka ja das bisschen lost haha,0.323,0.247,0.43,0.1779,Positive
8312,"@Dutertesara VP debates ba to?Is it because the decline is Lhat except BBM?Anyhow, if it was VP there would be no demon-the Walden Bello.",0.0,0.1,0.9,-0.3736,Negative
8313,@kgau02 @bbm_stan6 rest,0.0,0.0,1.0,0.0,Neutral
8314,"So how is that,
All the poor are for BBM Sara Uniteam.Let's just not see the faces of the Pinclawan that often eat at fastfoods (at Fine Dining and Hotels /Resorts you just fit in).If you are just fastfood,
Do not insult or rich!https://t.co/a1Mbyg1nr8",0.145,0.062,0.794,0.4929,Positive
8315,"YG TERHORMAT WAKIL RUPA.
Keliatannya and Sudah lelah,
Sepertinya Pakerjaan MenuPuk, Sampai tak mampu verse again, mana suaramu yg lakang itu saat kampapane dulu?
We are khawar #wakilroppayiamnesia
#WakilRopAmnesia
Sehinging Kepentingan Rimad Teriakan.
Harga BBM NAIK,‼ ️ https://t.co/8TWZIT0S57",0.0,0.0,1.0,0.0,Neutral
8316,"@ndb1202 one reason he is a good man ,, not like ur mother hypocrite, maretic, and boba ok bye ,,
Intact that 60% of Filipinos will vote bbm✌",0.216,0.066,0.719,0.5845,Positive
8317,@krysssiejoyce kadiri hahaha when asked why bbm they will answer respect nalang hahahaha kingina,0.358,0.0,0.642,0.7717,Positive
8318,@bea_bbm de echo los astronautol son un poco los camioneros del espacio segun como lo mires,0.0,0.0,1.0,0.0,Neutral
8319,@bbm_stan6 and i am here for all the chaos 😂😂😂,0.0,0.316,0.684,-0.5719,Negative
8320,Read in Palahug Bbm.,0.0,0.0,1.0,0.0,Neutral
8321,@Fifi_feels naa ka vali vali ho le monate.😂🤌,0.0,0.0,1.0,0.0,Neutral
8322,@altaslm something has changed in the wind.Someone likes to win Pres BBM and VP Sara,0.337,0.0,0.663,0.765,Positive
8323,People claiming BBM Magnanaw without even a proof and who knows they are also pocketing the other town chap,0.0,0.0,1.0,0.0,Neutral
8324,@Kiddy_katz I wasted precious time of my life trying to understand what this person is saying.😭,0.186,0.161,0.653,0.128,Positive
8325,@anadel_almi @korekkajohn ok fine ... still bbm is my president❤✌,0.333,0.0,0.667,0.4588,Positive
8326,Kanti why did they remove the other BBM channel yaz it was nice when we had a choice,0.149,0.0,0.851,0.4215,Positive
8327,@Ancalerts maybe bbm nyan nyan 😂 make him pull out!,0.0,0.0,1.0,0.0,Neutral
8328,@Bobatrader hell yes!,0.314,0.569,0.116,-0.4926,Negative
8329,"Awas Mali .... !!!!Alarm Motor ICLOCK SEKANG, BBM 7FC70DAF",0.0,0.0,1.0,0.0,Neutral
8330,Available now !!!MyPOMP Pomade Waterbased TLP/SMS: 085752859243 BBM: 53741F65,0.0,0.0,1.0,0.0,Neutral
8331,"Retweeting.There are many toxics again.Now that BBM's message of unity is so successful, this is their script.

Puro unity eh there is no platform.

He's been talking about his platforms since October last year!Don't expect to hear them from d liberal media.",0.111,0.047,0.841,0.607,Positive
8332,@Trending2tee Shoot :(,0.0,0.841,0.159,-0.6486,Negative
8333,@Kimindar @ravenandnicole @lenirobredo @smninews either consistently sabotage or scared them so they retreat or other reasons.But the fact is that they welcomed them first but later on they retreated. BBM was different because when he accepted it he was not backing down.,0.125,0.112,0.764,0.1601,Positive
8334,Eyes Cantik Dan Bersinar Cukup Dengan Panic Mask Mask Di Rumah.More Info SMS/BBM 085321531037/2962ac8F https://t.co/5hkuyelk7s,0.0,0.191,0.809,-0.5106,Negative
8335,@Mzuzwanankela sis t is loyal to our gash1 and we are loyal to her too.🥺❤❤,0.341,0.0,0.659,0.7351,Positive
8336,"@Misdreavus5 @sointsza_ haha that's why we want to focus on leni to trigger supporters like you 😅😂 The real color also comes out .. alright cheap lng, let's see

You want BBM right?Aun most filled debate aatend xa but nothing else., So bkit still need the cnn?You are not e😅
Do da Math.",0.173,0.0,0.827,0.7059,Positive
8337,"@pinoyanghang @ginsanlaxa11 @smninews lack of four.How can they convince BBM's 60% if they don't deal with it!Let's listen to what his plans are ... many of us watch his ESP interviews.To Boy Abunda, Corina and DZRH so far he is good.",0.114,0.051,0.835,0.4389,Positive
8338,"Asli bingung gw dg rezim it.

Satu sisi support kwu dengan cakupan tupoksyanya.

Satu Sisi Pengendalian Harga Amburadul.Satu Harga here lip service semata.Gas, Myrot, BBM, DSB.

Do you have an antusias in 2019 to Menjelaskan?😁",0.074,0.0,0.926,0.4019,Positive
8339,@bbm_stan6 @mercydrakem 😭😭😭😭,0.0,0.0,1.0,0.0,Neutral
8340,"@Kompastv sebelum Omicron oxigen masker handsntzr yg jacka n Mahal.skrng gara² Omikron Bbm Naik, Pangan Susah, Sembako Naik, Minyak Goreng Susah..om Micron Tuh Siapa Sih?",0.0,0.0,1.0,0.0,Neutral
8341,Mrk mmng service blessing 🤣 Menilail Bombaypun Paling Bisa Skrg Kala Bbm Baik Diam2 Si Tangis Lenyap Bak Harun Masiku,0.151,0.0,0.849,0.4939,Positive
8342,"With the amount of etits that came out this Feb 14, BBM really can't see the egg yolk yet ~ are you sure of your candidate?Ultimo Presidential debates do not attend what assurance that you will be able to attend SONA or meetings or whatever else is",0.048,0.042,0.91,0.068,Positive
8343,"@Penny_lane_bbm 2/3 today, left a lot on the table with mrna tho/: https://t.co/2QVCJecabk",0.0,0.0,1.0,0.0,Neutral
8344,😭😭😭😭😭,0.0,0.0,1.0,0.0,Neutral
8345,"It's scary to shout ""BBM"" as if you were listening to a demonic ritual",0.0,0.211,0.789,-0.4939,Negative
8346,@t160cm @Ryanlingo_ or so nmn pala eh bat nyo attacked c bbm nuon just the same cla of the reason why he doesn't like jessica soho?dba pag pinklaws ang fool fool?Oppressor seems to have been convicted of quiboloy even accused of judgmental ulul!,0.0,0.222,0.778,-0.8709,Negative
8347,@Kiddy_katz the chakras aren't aligning.😭😭😭😭😭😭,0.0,0.0,1.0,0.0,Neutral
8348,@_kosher_dill @singsdoured @_sharktrader nice day today!,0.382,0.0,0.618,0.4753,Positive
8349,letting ka leody take bbm down is definitely that unity we all need!,0.2,0.0,0.8,0.4574,Positive
8350,"@Roscooficial hecho, iván vamos a ser astronautas de puta nuns",0.0,0.0,1.0,0.0,Neutral
8351,So yall are planning on embarrassing b.u and venus on sunday neh ... imagine a ship with beautiful ppl going home 😬😂 .. i don't see any campaign for them online ... are they the bbm lilo and eric ??😳 #bbmzansi #bigbrothermzansi https://t.co/1ht0rtiucu,0.093,0.057,0.85,0.3939,Positive
8352,"@estow20121 @ariatledawn @tetsmakino @Aikarobredo instead of growing shallow-minded and close-minded to society like you.You have to go to your master, insulting, no uniqueness & amp;Context.Selective justice pa Ka Ka Jestow 2012, have you seen BBM's words ??It looks like your brain is still in 2012",0.194,0.1,0.706,0.6199,Positive
8353,@traderthiz lol lol lol.,0.894,0.0,0.106,0.8126,Positive
8354,"Filipinos who care about and love our country of the Philippines We should not just concentrate on our voting BBM and Sara, and the remembrance of the senators Marcoleta, Villar and new senators who are honest to serve, the old senator will be dismissed!",0.211,0.0,0.789,0.8999,Positive
