,Translated_Tweet,Positive,Negative,Neutral,Compound,Sentiment
9172,@Altstarmagic @lenirobredo nothing will do those fools,0.0,0.348,0.652,-0.4939,Negative
9173,@Yahooph @lenirobredo hahahahhahah.Your joke is funny.,0.56,0.0,0.44,0.6249,Positive
9174,@jh333ng @yahooph @lenirobredo you wake up.To this day you are still stupid.,0.0,0.236,0.764,-0.5267,Negative
9175,@Iamrrhadge @dionocampos @hernandezpopoy @yahooph @lenirobredo ed wow… ampaw 😂 😂 that's it ???Enlighten me !!!!😂 😂 you work first so your boss can catch you map when you get home when you get BBM to eat you without a job 😂,0.125,0.0,0.875,0.7191,Positive
9176,"10 President Leni Robredo
7 Vice Pres Kiko Pangilinan

There can be no other.
#LenikikoAllTheway
#Lenikiko2022
#New Life
#RosasAng Big Bukas
#NotomarCosDuterte2022 https://t.co/Syo8Cldat",0.0,0.095,0.905,-0.296,Negative
9177,@keppyko3in1 @lenirobredo 😍😍😍😍,0.0,0.0,1.0,0.0,Neutral
9178,"I'll file a leave for it.I will do 2 days because we are still going to have a crown so there is a party yet.😂

PRESIDENT LENI ROBREDO CUTIE https://t.co/TS4Badtnd5",0.204,0.039,0.757,0.7181,Positive
9179,In your embrace everyone is all becoming peaceful 🥺💖🇵🇭 @lenirobredo #labanleni,0.379,0.0,0.621,0.6705,Positive
9180,Award-winning actresses and celebrities join Vice President Leni Robredo’s Proclamation Rally in Bicol https://t.co/j4Alak96VSN https://t.co/3CNP63Mide,0.136,0.0,0.864,0.296,Positive
9181,"""Leni Robredo is too good to be true, so we're Marcos""

Are we fucked up as Filipinos?Pasamanianawan?Trained exploited?So when a politician really does, don't believe it?",0.201,0.133,0.665,0.3094,Positive
9182,@Hernandezpopoy @yahooph @lenirobredo exactly,0.0,0.0,1.0,0.0,Neutral
9183,"Come on, the camps!Let's win Ma'am Leni Robredo!✊🏼❤🇵🇭 #Letlenilead #LenianAngSahat #LenirObredo2022 #GobyernongPapat Long Lifetime #Lenikiko2022 https://t.co/I1DFKIVGSGSG",0.226,0.0,0.774,0.658,Positive
9184,@tyang_mo @yahooph @lenirobredo pwehhhh!,0.0,0.0,1.0,0.0,Neutral
9185,@Chismisis @yahooph @lenirobredo Langga Na Dream.😅,0.0,0.0,1.0,0.0,Neutral
9186,“One specific in a thousand doubts” 💖🌷🇵🇭 Let's win this Ma'am @LenirOBredo #labanLeni 🌷 https://t.co/MyPytoio38T,0.241,0.0,0.759,0.5859,Positive
9187,@Daydreamer479a @yahooph @lenirobredo research research din when there is time ..,0.0,0.0,1.0,0.0,Neutral
9188,Madam @lenirobredo 😍,0.0,0.0,1.0,0.0,Neutral
9189,#GOBYERNongPaLapatighal Life to @lenirobredo and @kikopangilinan #lenikiko2022 #lenirobredo10 #kikopangilinan7,0.0,0.0,1.0,0.0,Neutral
9190,@alexcalleja1007 @lenirobredo President Leni Robredo!Pink this morning!,0.0,0.0,1.0,0.0,Neutral
9191,@Yahooph @lenirobredo undecided who to vote but Leni has the most toxic followers .. don't like the dictator but if you judge you think holy.Stop dictating people what to believe.You're turning off possible voters of leni,0.0,0.108,0.892,-0.4793,Negative
9192,@Yahooph @lenirobredo i agree 👍👍,0.455,0.0,0.545,0.3612,Positive
9193,@Yahooph @lenirobredo opinion article?,0.0,0.0,1.0,0.0,Neutral
9194,@Yahooph @lenirobredo hopefully Leni will be more aware of the sober and flawless,0.353,0.0,0.647,0.7184,Positive
9195,@Yahooph @lenirobredo miss we miss the good government !!!!OTA,0.219,0.329,0.452,0.4344,Positive
9196,"Let's go to #Sefine Opening Visit:
https://t.co/Syu0y4IXHB and https://t.co/84p5nghsx3 to find out what Leni Robredo has done and can do more

In Team Leni-Kiko #GobyernAnTay So #New LifeAlumAll

Vote Leni-Kiko 2022!",0.0,0.0,1.0,0.0,Neutral
9197,@Daydreamer479a @yahooph @lenirobredo different is perceived in reality.He even put on his personal account his campaign donations last 2016. The complaint to him about receiving foreign donations for his campaign in 2013 which is prohibited in Omnibus Election Code must be a must.✌️😊,0.0,0.051,0.949,-0.296,Negative
9198,"Albay Rep Joey Salceda - An Ally of Davao City Mayor Sara Duterte - is now endorsing VP Leni Robredo for President.

""I'm endorsing her because she's good for the Philippine economy,"" he says.",0.086,0.0,0.914,0.4404,Positive
9199,@Yahooph @lenirobredo wa mo kuyapi?Ngeekk! 🤪,0.0,0.0,1.0,0.0,Neutral
9200,"Councilor Marjorie Martin-chan of Tuguegarao, Cagayan on VP #LenirObredo's leadership during Typhoon Ulysses.Pls Heart & amp;Share:
https://t.co/i6ytiacyw4
Cilk:
https://t.co/0ouuam2nd2
#Kaylenipanotayo
#Along life
#Lenirobredo2022
#LenirObredo",0.0,0.0,1.0,0.0,Neutral
9201,@waisthename @klingande64 @lenirobredo 🏽,0.0,0.0,1.0,0.0,Neutral
9202,"@Yesyesyo13 @yahooph @lenirobredo up the ante, plus 50k here.✌️😊❤️💚",0.0,0.0,1.0,0.0,Neutral
9203,@dionocampos @enairamthineza @hernandezpopoy @yahooph @lenirobredo OFW na misinformed .. second class citizen ka still where ka beh.You will be home if Marcos Manalo might be your life.,0.0,0.091,0.909,-0.3818,Negative
9204,@macronikki please delete this post Lea Salonga is rooting for VP Leni Robredo.,0.161,0.0,0.839,0.3182,Positive
9205,@kishvivar @macronikki please fact check first before judging .. She is rooting for VP Leni Robredo.It is more radical to research before being judged.,0.091,0.0,0.909,0.3182,Positive
9206,"Paging #kakampwet.I just read.How is that now?Out of Kakamfenk Marites.#Lenirobredo
#BBMismPresident2022 #BBMSARA2022 https://t.co/Ezvu9u0uhd",0.0,0.0,1.0,0.0,Neutral
9207,"This will be my first time to vote and I know I will make the right vote

#Labanleni
#Lenirobredo2022
Leni Robredo",0.0,0.0,1.0,0.0,Neutral
9208,"See |VP Leni Robredo, officially endorsed as the presidential candidate of Albay 2nd District Rep.Joey Sarte Salceda, in front of her countrymen and family, at her home in Polangui yesterday.|Via Nancy Mediavillo |RP1 Albay

#HOLYNGBAYAN2022 https://t.co/ig2ol4SPUQ",0.054,0.0,0.946,0.25,Positive
9209,"@Yahooph @lenirobredo meanwhile, when b/bm's supporters ask why he is, he is always the cause of his father.They couldn't even tell him that he was just himself.",0.1,0.0,0.9,0.4404,Positive
9210,@lurker202121 @yahooph @lenirobredo kala mo naman loss of yahoo gagong to,0.0,0.187,0.813,-0.3182,Negative
9211,"@COMEDYBYRED WHO DID THE WAY VP LENI ROBREDO WAS INTRODUCED?
 #The Proclamation Rally",0.0,0.0,1.0,0.0,Neutral
9212,How Leni Robredo is winning the presidential race https://t.co/cnkkv8Wecp,0.298,0.0,0.702,0.5267,Positive
9213,@Yahooph @lenirobredo whatever medicine you're drinking right now that makes you create this delusion is working so keep it up.,0.1,0.0,0.9,0.2732,Positive
9214,@Mikeegulla @guingonabart @lenirobredo @lakwatsarah @oslecjunior @pinoyakoblog from red ollero dun ah!Get furry!,0.0,0.0,1.0,0.0,Neutral
9215,@richsarr @malous_clues @lenirobredo 🥰🥰 Who is Jewel?🥰,0.0,0.0,1.0,0.0,Neutral
9216,@Yahooph @lenirobredo yes.Someone won.That's the real win.👏👏👏,0.0,0.0,1.0,0.0,Neutral
9217,@Yahooph @lenirobredo that is impossible!,0.0,0.0,1.0,0.0,Neutral
9218,"A partial list of all the business rallying behind the candidacy of vp @lenirobredo.

https://t.co/egwnl7NDCI
 
Snapshots from: @pinay_po_ako https://t.co/vyiclo9VR8",0.0,0.0,1.0,0.0,Neutral
9219,@Yahooph @lenirobredo says who ????,0.0,0.0,1.0,0.0,Neutral
9220,@nheleestrella @lenirobredo God - Hear our prayers!🙏🏽,0.324,0.0,0.676,0.3382,Positive
9221,@mark_babad @manilabulletin @jimparedes @mb_unite also finally fulfilled my wish to include you @attyneri_colmenares to senatoriables magic 8 team Leni Robredo - Kiko Pangilinan 2022. Thanks,0.296,0.0,0.704,0.8126,Positive
9222,@Krisaquinoworld christian you look like a plaque for 30 yrs yan ang mantra nyo eh nothing in the town's change if there are any statues of your daddy not a hero nman.When you cook it for you that is your fake news,0.055,0.132,0.813,-0.546,Negative
9223,@Mikeegulla @guingonabart @lenirobredo @lakwatsarah @oslecjunior @pinoyakoblog I was crying while watching this 💗💗💗💗,0.0,0.22,0.78,-0.4767,Negative
9224,"@keppyko3in1 @lenirobredo if you see Dad again, pls tell him he's amazing!☺😊",0.126,0.0,0.874,0.1511,Positive
9225,"Albay 2nd District Rep.Joey Salceda on Wednesday, endorsed the presidential bid of vice president @lenirobredo saying that she has no vested interests, and she has always been “guided by her genuine desire to serve the people”.@News5ph @onenewsph photo by VP Leni Media Bureau https://t.co/MZZTK0PYFW",0.168,0.044,0.788,0.6249,Positive
9226,@Yahooph @lenirobredo awake you dream 😜,0.333,0.0,0.667,0.25,Positive
9227,@Yahooph @lenirobredo yes she would have won according to you but not the real truth and she will never win,0.157,0.245,0.598,-0.5189,Negative
9228,@Yahooph @lenirobredo yes she will win,0.619,0.0,0.381,0.7579,Positive
9229,🎀🌸Progate Leni Robredo 🌸🎀,0.0,0.0,1.0,0.0,Neutral
9230,@Athena31415926 @ProudLoyalist @snorlax_0330 eh 'let's name it .. @lenirobredo,0.0,0.0,1.0,0.0,Neutral
9231,@Inmyownbiasedop naku trolls yan… that's rotten style of bitter fluttered leni robredo… supporters walng joy s pinlawan !!Boring !!,0.229,0.327,0.444,-0.4344,Negative
9232,Good morning naman sakino no ???Hope it's delicious your dish and bfast nyoooo and don't forget to vote for Leni Robredo so we can all adjust to life !!!Hahahahahahha,0.324,0.057,0.619,0.8855,Positive
9233,@Hernandezpopoy @yahooph @lenirobredo delawan daw ang yahoo.Haha,0.0,0.0,1.0,0.0,Neutral
9234,"@lenirobredo so happy, super thankful and of course proud of the whole family supporting a single candidate

#Letlenilead2022 #Sefine Opening",0.564,0.0,0.436,0.9592,Positive
9235,@kolsenertito @davaoforleni @lenirobredo strict n hug Kamampinks from Davao,0.307,0.0,0.693,0.4767,Positive
9236,"Streets decorated with pink flaglets, ribbons, balloons, pink banners, and a sea of supporters wearing pink shirts welcomed presidential candidate vice president Leni Robredo and her running mate Sen.Kiko Pangilinan in Tabaco Albay 📸 VP Leni Media Bureau @News5PH https://t.co/EexD3uznFW",0.128,0.0,0.872,0.6486,Positive
9237,Presidential Candidate VP @LenirObredo's supporters filled the streets of Legazpi City during her visit on Wednesday.Robredo expressed her gratitude for the city's support for her candidacy and called for a new brand of politics.Photos by VP Leni Media Bureau @News5PH https://t.co/cdg93rk7jg,0.194,0.0,0.806,0.836,Positive
9238,"Luzon, Visayas, Mindanao stands for Leni Robredo's honest government https://t.co/HLQDN0nhh2",0.268,0.0,0.732,0.5106,Positive
9239,@Dickgordondg @lenirobredo Thanks Senator for standing up.You have our votes,0.244,0.0,0.756,0.4404,Positive
9240,"@Lenirobredo “Prez Bets” Silent? On Sept 24, Appellate Court 2nd Division Awarded PCGG Bank Certificates from Royal Traders Holding Inc Part of Marcos Ill-Gotten Wealth-P96.03 Million & Amp;$ 5.4 million w/annual 12% interest from 1993. As of Aug 26,2021, P125.98 billion in litigation.https://t.co/S4W33antnn",0.125,0.0,0.875,0.6908,Positive
9241,@Yahooph @lenirobredo then “all of us are dead” hahahahahah,0.0,0.0,1.0,0.0,Neutral
9242,Recall ... A Theory on Why Leni Robredo was smiling during the funeral of her husband Jesse Robredo 😮 https://t.co/ioxv0satkl,0.14,0.116,0.744,0.128,Positive
9243,"Leni Robredo does not have this kind of funds.That's why he just has donations and volunteers.

That's literally proof that all the celebrity endorsements she has are real and not paid.",0.0,0.0,1.0,0.0,Neutral
9244,@Atokpascua @kingnthonyr @rodel_maglan @ronaldr75484618 @anthonybicolan @akoalaskador @hlingayan @maanabrenica @jimmy93171751 @danwaytoofar @magbubukid4 @lugawnalada @eyeeres @allespant @nilesneel yosa15 @broppy07 @lav2heart14 @buangsonny @maiiia_nnx @alvittany07 @nichtweet101679 @botitsky@mu_bangonpinas @ronaldo_naman @chadachada17 @baldugho @zoilojr @altaslm @imnotadds @julezjeremy @janellzaragoza @iampatriotmds @mdsonwardph22 @garfieldup @iliad_novak @Anunnaki09 @mael_opreuce oto @denceasar @ciarajermaine @ligaya2021 @ejo_vend @mistpersie @bbm4ph @lenirobredo @pinoyakoblog#UniteambBMSara ✌🏻🇵🇭👊🏻,0.0,0.0,1.0,0.0,Neutral
9245,@lenirobredo fighting the bottom position,0.0,0.385,0.615,-0.3612,Negative
9246,@lenirobredo why are they like this?,0.333,0.0,0.667,0.3612,Positive
9247,"Dawn Chang fighting for what's right, for a better phils.Leni Robredo for President.

#Sefine Opening
#LeniangSahatAhat
#Lenirobredo2022
#Kikopangilinan2022
#Dapapilleni
#Letlenilead2022
#Lenikiko2022",0.124,0.107,0.769,0.1027,Positive
9248,"✅ Check on Great Management
✅ Check on more progressive tomorrow! 💪

✨ Leni Robredo✨

#Life Life https://t.co/P42QSGBF5H",0.253,0.0,0.747,0.6588,Positive
9249,How Leni Robredo is winning the presidential race https://t.co/4k5xy1kpwg,0.298,0.0,0.702,0.5267,Positive
9250,@Yahooph @lenirobredo really?😂😂😂,0.0,0.0,1.0,0.0,Neutral
9251,@BarryGutierrez3 @lenirobredo sure you are 🤣🤣🤣🤣🤣🤣 https://t.co/8GNXBSHIYJ,0.277,0.0,0.723,0.3182,Positive
9252,"Vice President Leni Robredo has promised that those in the society will be the center of his government in the event that he will be the next president of the country.
https://t.co/zpg2a3uqbh
#Newskonews",0.072,0.0,0.928,0.3612,Positive
9253,@keppyko3in1 @lenirobredo nice,0.583,0.0,0.417,0.4215,Positive
9254,"Sir BBM is the size of your trash hahaha I'm sorry but it's kinda rude to just throw your garbage anywhere, manners again :)): //t.co/5tjw4pgknf",0.079,0.162,0.758,-0.3422,Negative
9255,President Leni Robredo,0.0,0.0,1.0,0.0,Neutral
9256,@Kaligilig2029 I will vote for Leni Robredo,0.0,0.0,1.0,0.0,Neutral
9257,"@comedybyred I cried.Lord, win Leni Robredo.🌸amen🌸",0.487,0.0,0.513,0.5859,Positive
9258,@Belinda6510 @imrizadistor @lenirobredo you are a girl..not because I can get others ..,0.0,0.0,1.0,0.0,Neutral
9259,@frauey @malibogtv @lenirobredo both stupid hahahahaha.,0.0,0.405,0.595,-0.5267,Negative
9260,"@Yahooph @lenirobredo what a stupid remark is this!Smartmatically, maybe yes!Lol ... 😂😂😂",0.0,0.285,0.715,-0.6103,Negative
9261,@Jhonokurrr @_naglahoe @mygaygallery143 @lenirobredo @kikopangilinan @cheldiokno @rowena_guanzon wow the crap of the kakamfeynk those are empty!Clean!,0.209,0.124,0.667,0.4184,Positive
9262,How Leni Robredo is winning the presidential race https://t.co/1enopbvjwd,0.298,0.0,0.702,0.5267,Positive
9263,"My birthday wish is that Maaa Leni Robredo is winning.
😍😍😍",0.404,0.0,0.596,0.7269,Positive
9264,"This is what I'm waiting for.😭💗🎀
my mom @yescppicache and my ma lens @lenirobredo in one frame.Against moms.💗

#LifeThis #KaylenTayo https://t.co/S1xelkjwyz",0.0,0.0,1.0,0.0,Neutral
9265,"@Yahooph @lenirobredo spell ""delusional"" hahahahaha",0.0,0.0,1.0,0.0,Neutral
9266,@Mygaygallery143 @lenirobredo @kikopangilinan @cheldiokno warachok decent supporters of kakamfeynk!Ang lilinis hahaha,0.43,0.0,0.57,0.7777,Positive
9267,@Yahooph @lenirobredo she well win https://t.co/cggilpdtyc,0.596,0.0,0.404,0.7096,Positive
9268,@Yahooph @lenirobredo naman https://t.co/fzjhdrie4f,0.0,0.0,1.0,0.0,Neutral
9269,@lenirobredo @troobie_md How ???,0.0,0.0,1.0,0.0,Neutral
9270,"'LayLayan' Center
Of the government
By Leni Robredo
https://t.co/yeurdwv8js

Hataw News Team https://t.co/vt687KQFHV",0.0,0.0,1.0,0.0,Neutral
9271,"The testimony of Atty.Tin Antonio, Mayor of Alcala, for VP #LenirObredo's leadership in Typhoon Ulysses.
Please click the link, heart, comment & amp; share:
https://t.co/qlniba0xi5
Cilk:
https://t.co/0ouuam2nd2
#Kaylenipanotayo
#Along life
#Lenirobredo2022",0.138,0.0,0.862,0.5423,Positive
9272,@Mygaygallery143 @lenirobredo @kikopangilinan @cheldiokno supporters nyo decent din 🖕🖕🖕🖕🖕,0.266,0.0,0.734,0.4404,Positive
9273,For the Pinklaws who love “Cancel” @lenirobredo @pads_nosi,0.375,0.0,0.625,0.6369,Positive
9274,@claudiopoy a scenario that I foresee is a repeat of EDSA done on May 9. A silent but powerful protest.I would probably get emotional then (and even now) imagining in my mind as VP Leni makes history - the 2nd woman elected president.Long live Leni Robredo ...,0.123,0.0,0.877,0.6808,Positive
9275,@keppyko3in1 @lenirobredo,0.0,0.0,1.0,0.0,Neutral
9276,Solid Leni-Kiko Albay @lenirobredo @kikopangilinan #How LifeThis #ChalousRosaThe Opening https://t.co/yonwl00BBY,0.151,0.0,0.849,0.1531,Positive
9277,@rosequimod @davaoforleni please protect our citizens @pnppio @dojph @dilgphilippines nbi @teamafp @lawyersforleni @lenirobredo @kikopangilinan @bamaquino @barrygutierrez3,0.259,0.0,0.741,0.5994,Positive
9278,@Bhaddhad @lenirobredo ????!? !!?😭😭😭 @Queeneeeeeee,0.0,0.0,1.0,0.0,Neutral
9279,"@alexcalleja1007 @lenirobredo underrated comedian ka sir!Potek all the tiktok vid uploads they have, I laugh at your friends!The best brain antaba!How can you be your apprentice hehe half joke, it can be taken seriously 😅",0.312,0.039,0.649,0.9149,Positive
9280,"@claudiopoy true, same experience as well.
was watching it via fb live.I was shouting, clapping, chanting, as if andun ako.
I really light in the dark.
#Sefine Opening
#HoweverKayleni
#Lenikiko2022",0.154,0.0,0.846,0.5994,Positive
9281,"Thank you so much for bringing this to apple music!LSS for days already!💕💕💕💕

#LenirObredo
#Letlenilead https://t.co/oq6uw1w7pm",0.171,0.0,0.829,0.4738,Positive
9282,@Yahooph @lenirobredo delusional.,0.0,0.0,1.0,0.0,Neutral
9283,@jadine_njun @dionocampos @hernandezpopoy @yahooph @lenirobredo Noynoy I still liked it even though he was the one who regrets and hobby the dota is not spreading and floating.So until my support for PNoy has been lost sometimes I will never repeat.🤣🤣🥲,0.124,0.108,0.767,0.1779,Positive
9284,@jadine_njun @dionocampos @hernandezpopoy @yahooph @lenirobredo 🤣🤣🤣🤣 What were you saying?Are you talking about your candidate?,0.0,0.0,1.0,0.0,Neutral
9285,@jon_canete is not able to float bitter leni robredo supporters bbm supporters 😂,0.33,0.159,0.511,0.4588,Positive
9286,"""Best Ever Tandem In Our History""

Leni - Kiko

@lenirobredo @kikopangilinan
#Sefines Opening #GobyernongPapatag Life Life Https://t.co/KR9EKBYK5Q",0.219,0.0,0.781,0.6369,Positive
9287,Petition to make as host at @lenirobredo's meeting de avance,0.0,0.0,1.0,0.0,Neutral
9288,#GOBYNOnNews LIFE LIFE #BusSpresident Leni Robredo lives.Salute!#LenikikoAllTheway,0.0,0.0,1.0,0.0,Neutral
